id,title,type,release_year,age_certification,genres,imdb_score,tmdb_score,stream
ts19036,The Fairly OddParents,SHOW,2001,TV-Y7,"['comedy', 'scifi', 'animation', 'family', 'fantasy']",7.2,7.7,1
tm93055,Grown Ups,MOVIE,2010,PG-13,"['comedy', 'drama', 'european']",5.9,6.333,1
tm85811,The Girl Next Door,MOVIE,2004,,"['comedy', 'romance', 'drama']",6.7,6.7,1
ts22456,Ned's Declassified School Survival Guide,SHOW,2004,TV-G,"['family', 'comedy']",7.4,8.6,1
tm101914,The Fighter,MOVIE,2010,R,['drama'],,7.4,1
tm131038,Public Enemies,MOVIE,2009,R,"['action', 'crime', 'drama', 'history', 'european']",7.0,6.7,1
tm58382,Not Another Teen Movie,MOVIE,2001,R,['comedy'],5.7,5.8,1
tm35463,Blow,MOVIE,2001,R,"['crime', 'drama']",7.5,7.4,1
tm30603,Hancock,MOVIE,2008,PG-13,"['fantasy', 'action', 'crime', 'drama']",6.4,6.33,1
ts22018,iCarly,SHOW,2007,TV-G,"['comedy', 'family', 'romance']",6.7,8.0,1
tm20959,The Pursuit of Happyness,MOVIE,2006,PG-13,"['drama', 'european']",8.0,7.9,1
tm136308,Monster,MOVIE,2003,R,"['crime', 'drama', 'thriller', 'european']",7.3,7.2,1
tm29737,Rambo,MOVIE,2008,R,"['action', 'thriller', 'war', 'european']",7.0,6.6,1
tm148270,Something's Gotta Give,MOVIE,2003,PG-13,"['drama', 'comedy', 'romance']",6.7,6.6,1
tm89036,Harold & Kumar Go to White Castle,MOVIE,2004,R,['comedy'],7.0,6.5,1
tm46436,Thir13en Ghosts,MOVIE,2001,R,"['horror', 'thriller', 'fantasy']",5.6,6.2,1
ts21197,Merlin,SHOW,2008,TV-PG,"['action', 'drama', 'scifi', 'fantasy', 'european']",7.9,7.9,1
ts21544,Transformers: Prime,SHOW,2010,TV-Y7,"['action', 'animation', 'comedy', 'drama', 'family', 'scifi']",7.9,8.0,1
tm150260,Cloudy with a Chance of Meatballs,MOVIE,2009,PG,"['animation', 'comedy', 'family', 'fantasy', 'scifi', 'romance', 'drama']",6.9,6.6,1
ts31263,The Mole,SHOW,2001,TV-14,['reality'],7.6,7.8,1
ts30313,Offspring,SHOW,2010,,"['drama', 'comedy']",8.3,7.0,1
tm79895,Halloween,MOVIE,2007,R,['horror'],6.0,6.2,1
ts12787,Code Geass: Lelouch of the Rebellion,SHOW,2006,TV-14,"['scifi', 'action', 'animation', 'drama', 'war', 'thriller']",8.7,8.493,1
tm116324,Jackass: The Movie,MOVIE,2002,R,"['comedy', 'documentation', 'action']",6.6,6.3,1
tm39828,Semi-Pro,MOVIE,2008,R,"['comedy', 'sport', 'european']",5.8,5.6,1
tm23935,The Lake House,MOVIE,2006,PG,"['drama', 'thriller', 'fantasy', 'romance', 'documentation']",6.8,7.0,1
tm78067,The Girl Next Door,MOVIE,2007,R,"['crime', 'drama', 'horror', 'thriller']",6.5,6.7,1
tm95252,The Book of Eli,MOVIE,2010,R,"['scifi', 'action', 'thriller', 'drama', 'european']",6.8,6.8,1
tm32919,Blood Diamond,MOVIE,2006,R,"['drama', 'thriller', 'action']",8.0,7.5,1
tm169949,Just Like Heaven,MOVIE,2005,PG-13,"['romance', 'drama', 'comedy', 'fantasy']",6.7,6.9,1
tm30205,Ip Man,MOVIE,2008,R,"['drama', 'fantasy', 'comedy', 'history', 'action']",8.0,7.7,1
tm40009,21,MOVIE,2008,PG-13,"['crime', 'drama', 'history', 'thriller']",6.8,6.7,1
tm141390,Friday the 13th,MOVIE,2009,R,"['horror', 'thriller']",5.5,5.8,1
ts35155,Gurren Lagann,SHOW,2007,TV-14,"['action', 'scifi', 'animation', 'comedy', 'drama']",8.3,8.2,1
tm94606,Let Me In,MOVIE,2010,R,"['drama', 'horror', 'thriller', 'fantasy', 'european']",7.1,6.8,1
ts15986,Dead Set,SHOW,2008,TV-MA,"['scifi', 'reality', 'thriller', 'comedy', 'drama', 'horror', 'european']",7.6,7.3,1
tm102337,A Nightmare on Elm Street,MOVIE,2010,R,"['horror', 'thriller', 'crime', 'drama']",5.2,5.5,1
ts22318,Winx Club,SHOW,2004,TV-G,"['animation', 'action', 'comedy', 'family', 'fantasy', 'thriller', 'european']",6.2,8.222,1
tm159901,Miss Congeniality 2: Armed and Fabulous,MOVIE,2005,PG-13,"['action', 'comedy', 'crime']",5.1,5.7,1
tm74780,The Bucket List,MOVIE,2007,PG-13,"['drama', 'comedy', 'european']",7.4,7.2,1
ts30356,Octonauts,SHOW,2010,TV-Y,"['action', 'animation', 'comedy', 'family']",7.6,7.4,1
ts32186,Sonic X,SHOW,2003,TV-Y7,"['family', 'animation', 'action', 'comedy', 'drama', 'thriller', 'fantasy', 'scifi']",6.2,7.5,1
tm24088,Scary Movie 4,MOVIE,2006,PG-13,"['comedy', 'horror']",5.1,5.5,1
tm111600,The Sweetest Thing,MOVIE,2002,R,"['comedy', 'romance']",5.1,5.5,1
tm88045,How Do You Know,MOVIE,2010,PG-13,"['comedy', 'drama', 'romance']",5.4,5.251,1
tm78919,Mr. Bean's Holiday,MOVIE,2007,G,"['family', 'comedy', 'european']",6.4,6.3,1
tm173066,The Interpreter,MOVIE,2005,PG-13,"['thriller', 'crime', 'european']",6.4,6.299,1
tm118637,John Q,MOVIE,2002,PG-13,"['drama', 'thriller', 'crime']",7.0,7.121,1
tm142564,3 Idiots,MOVIE,2009,PG-13,"['drama', 'comedy']",8.4,8.0,1
tm57190,The One,MOVIE,2001,PG-13,"['thriller', 'action', 'scifi']",5.9,6.1,1
ts21706,H2O: Just Add Water,SHOW,2006,TV-PG,"['scifi', 'drama', 'family', 'fantasy']",7.2,7.8,1
tm137362,The Texas Chainsaw Massacre,MOVIE,2003,R,"['horror', 'crime']",6.2,6.2,1
ts24028,Still Game,SHOW,2002,TV-14,"['comedy', 'european']",8.9,8.3,1
tm148379,The Cat in the Hat,MOVIE,2003,PG,"['family', 'fantasy', 'comedy', 'action']",4.0,5.3,1
tm137342,Tears of the Sun,MOVIE,2003,R,"['war', 'action', 'drama', 'thriller']",6.6,6.797,1
tm90864,Due Date,MOVIE,2010,R,"['comedy', 'drama']",6.5,6.3,1
ts21740,Black Butler,SHOW,2008,TV-MA,"['scifi', 'animation', 'drama', 'thriller', 'comedy', 'fantasy', 'action', 'horror', 'crime']",8.2,7.5,1
tm32144,We Are Marshall,MOVIE,2006,PG,"['drama', 'sport']",7.0,6.9,1
tm141707,Blood and Bone,MOVIE,2009,R,"['thriller', 'sport', 'action', 'crime', 'drama']",6.7,7.4,1
tm150214,Freddy vs. Jason,MOVIE,2003,R,"['horror', 'action']",5.7,6.0,1
tm81030,The Golden Compass,MOVIE,2007,PG-13,"['action', 'fantasy', 'family']",6.1,6.0,1
ts687,The 4400,SHOW,2004,TV-14,"['drama', 'scifi', 'thriller']",7.3,7.2,1
tm147211,The Men Who Stare at Goats,MOVIE,2009,R,"['comedy', 'war']",6.2,6.0,1
ts31514,Strawberry Shortcake,SHOW,2003,TV-Y,"['animation', 'family']",7.0,6.9,1
ts33559,Shaun the Sheep,SHOW,2007,TV-G,"['animation', 'comedy', 'family', 'european']",8.1,7.9,1
tm78671,Cleaner,MOVIE,2007,R,"['thriller', 'crime']",6.1,6.0,1
ts26322,Toradora!,SHOW,2008,TV-14,"['animation', 'comedy', 'drama', 'romance']",8.0,8.5,1
ts12815,Big Time Rush,SHOW,2009,TV-G,"['family', 'comedy']",6.3,8.774,1
tm27268,Monster House,MOVIE,2006,PG,"['animation', 'comedy', 'family', 'fantasy']",6.6,6.6,1
tm86189,Good Luck Chuck,MOVIE,2007,,"['comedy', 'romance']",5.6,5.9,1
tm700,"10,000 BC",MOVIE,2008,PG-13,"['action', 'drama', 'fantasy', 'history', 'thriller']",5.1,5.4,1
tm101249,Cop Out,MOVIE,2010,R,"['crime', 'action', 'comedy', 'thriller']",5.5,5.6,1
tm161263,The Cave,MOVIE,2005,PG-13,"['horror', 'thriller', 'action', 'scifi', 'european']",5.1,5.3,1
tm81270,Starsky & Hutch,MOVIE,2004,PG-13,"['comedy', 'crime']",6.1,5.8,1
tm89684,New York Minute,MOVIE,2004,PG,"['comedy', 'crime', 'family', 'romance']",4.9,6.2,1
tm165593,Rumor Has It...,MOVIE,2005,PG-13,"['romance', 'comedy', 'drama']",5.5,5.6,1
tm112381,Comedian,MOVIE,2002,R,"['comedy', 'documentation']",6.9,6.7,1
tm39487,Catch and Release,MOVIE,2006,PG-13,"['drama', 'romance', 'comedy']",5.9,5.9,1
ts23752,Midnight Diner,SHOW,2009,TV-MA,"['drama', 'comedy']",8.6,7.9,1
tm43399,Lagaan: Once Upon a Time in India,MOVIE,2001,PG,"['romance', 'drama', 'action', 'sport']",8.1,7.3,1
ts21421,Pocoyo,SHOW,2005,TV-G,"['animation', 'family', 'comedy', 'european']",3.9,7.1,1
ts22005,Total Drama Island,SHOW,2007,TV-PG,"['war', 'reality', 'animation', 'action', 'comedy', 'drama', 'family']",7.3,7.3,1
ts20398,Kath & Kim,SHOW,2002,,['comedy'],8.3,6.6,1
tm186461,No Direction Home: Bob Dylan,MOVIE,2005,G,"['documentation', 'music']",,7.7,1
tm29555,Friends with Money,MOVIE,2006,R,"['comedy', 'drama', 'romance']",5.8,5.1,1
tm103095,Ip Man 2,MOVIE,2010,R,"['drama', 'action', 'history', 'sport']",7.5,7.5,1
tm97070,Life As We Know It,MOVIE,2010,PG-13,"['comedy', 'romance', 'drama']",6.5,6.9,1
tm101334,Death at a Funeral,MOVIE,2010,R,"['comedy', 'drama']",5.7,5.8,1
tm183963,Dreamer: Inspired By a True Story,MOVIE,2005,PG,"['family', 'drama', 'sport', 'fantasy']",6.8,6.9,1
tm76428,Jackass 2.5,MOVIE,2007,,"['documentation', 'comedy']",,6.1,1
tm77649,Premonition,MOVIE,2007,PG-13,"['thriller', 'drama', 'fantasy']",5.9,6.3,1
tm86924,Soul Plane,MOVIE,2004,R,"['romance', 'comedy']",4.5,5.3,1
ts98340,Metallica: Some Kind of Monster,SHOW,2004,TV-MA,['western'],,,1
tm26638,The Texas Chainsaw Massacre: The Beginning,MOVIE,2006,R,"['thriller', 'horror', 'documentation']",5.8,6.1,1
tm78189,The Contractor,MOVIE,2007,R,"['thriller', 'european']",,5.6,1
ts20544,Ouran High School Host Club,SHOW,2006,TV-14,"['comedy', 'drama', 'animation', 'romance']",8.2,8.4,1
ts23835,Masha and the Bear,SHOW,2009,TV-Y,"['family', 'action', 'animation', 'comedy']",7.5,6.9,1
tm104880,Louis C.K.: Hilarious,MOVIE,2010,,['comedy'],8.4,7.9,1
ts30288,Mobile Suit Gundam Unicorn,SHOW,2010,TV-14,"['scifi', 'animation', 'action', 'drama', 'war']",7.8,7.9,1
ts38159,Wakfu,SHOW,2008,TV-Y7,"['action', 'scifi', 'family', 'fantasy', 'animation', 'european']",8.1,8.9,1
tm22294,Deck the Halls,MOVIE,2006,PG,"['family', 'comedy']",5.0,5.5,1
tm100015,Takers,MOVIE,2010,PG-13,"['action', 'crime', 'drama', 'thriller']",6.2,6.228,1
ts25765,Vampire Knight,SHOW,2008,TV-14,"['animation', 'drama', 'action', 'scifi', 'thriller', 'fantasy', 'horror', 'romance']",7.3,8.4,1
ts21688,Boys Over Flowers,SHOW,2009,TV-14,"['comedy', 'drama', 'romance']",7.9,8.28,1
tm83786,Like Stars on Earth,MOVIE,2007,PG,"['drama', 'family']",8.3,8.012,1
tm130574,Did You Hear About the Morgans?,MOVIE,2009,PG-13,"['comedy', 'drama', 'romance']",4.9,5.4,1
tm114476,Stuart Little 2,MOVIE,2002,G,"['animation', 'comedy', 'family', 'action', 'fantasy']",5.5,5.733,1
ts20535,The Garfield Show,SHOW,2009,TV-G,"['animation', 'comedy', 'family', 'european']",5.4,5.2,1
ts1893,Ben & Holly's Little Kingdom,SHOW,2009,TV-G,"['animation', 'comedy', 'family', 'fantasy', 'european']",7.4,6.6,1
tm118462,Half Past Dead,MOVIE,2002,PG-13,"['thriller', 'action', 'crime', 'european']",4.6,5.2,1
ts12701,Code Lyoko,SHOW,2003,TV-G,"['action', 'animation', 'comedy', 'thriller', 'scifi', 'family', 'romance', 'fantasy']",7.3,7.7,1
ts121176,DreamWorks Shrek's Swamp Stories,SHOW,2010,TV-PG,"['comedy', 'family', 'fantasy', 'horror', 'music', 'animation', 'scifi']",6.5,8.8,1
tm86995,Christmas with the Kranks,MOVIE,2004,PG,"['comedy', 'family']",5.4,6.1,1
ts20526,The Game,SHOW,2006,TV-14,"['drama', 'comedy', 'romance', 'sport']",6.6,8.4,1
ts23808,Monty Python: Almost the Truth (The Lawyer's Cut),SHOW,2009,TV-MA,"['comedy', 'documentation']",8.1,7.9,1
tm97544,Alpha and Omega,MOVIE,2010,PG,"['animation', 'family', 'comedy', 'action', 'romance']",5.1,5.9,1
ts31593,Pororo the Little Penguin,SHOW,2003,,"['scifi', 'family', 'animation', 'action']",6.3,5.0,1
ts27459,The Legend of Bruce Lee,SHOW,2008,,"['action', 'drama']",7.0,6.0,1
ts3666,Den-noh Coil,SHOW,2007,TV-Y7,"['scifi', 'animation', 'comedy', 'drama']",7.8,7.9,1
tm53999,Open Season 2,MOVIE,2008,PG,['comedy'],,5.8,1
tm164557,Initial D,MOVIE,2005,,"['crime', 'thriller', 'drama', 'action', 'animation', 'romance', 'comedy']",6.3,6.7,1
tm80059,Naruto Shippuden the Movie,MOVIE,2007,PG-13,"['animation', 'action', 'fantasy', 'family']",6.7,7.2,1
tm135451,Gifted Hands: The Ben Carson Story,MOVIE,2009,,['drama'],7.6,7.8,1
tm71558,The Legend of the Nahuala,MOVIE,2007,PG,"['fantasy', 'animation', 'family']",6.1,7.6,1
tm134235,One Piece: Strong World,MOVIE,2009,PG-13,"['fantasy', 'action', 'animation']",7.5,7.5,1
tm160800,Chaos,MOVIE,2005,R,"['crime', 'drama', 'action', 'thriller', 'european']",6.4,6.3,1
tm22342,Waist Deep,MOVIE,2006,R,"['thriller', 'action', 'drama', 'crime']",5.8,6.6,1
ts42914,Zig and Sharko,SHOW,2010,,"['comedy', 'romance', 'action', 'animation', 'family', 'fantasy', 'european']",6.8,5.8,1
tm22636,Trailer Park Boys: The Movie,MOVIE,2006,R,"['comedy', 'crime']",7.1,6.7,1
ts21967,Johnny Test,SHOW,2005,TV-Y7,"['animation', 'comedy', 'drama', 'family', 'scifi', 'action']",5.1,5.6,1
tm85549,Tito,MOVIE,2004,,"['documentation', 'crime', 'drama', 'romance', 'action']",7.2,7.8,1
tm100688,Even the Rain,MOVIE,2010,,"['drama', 'european', 'history']",7.4,6.9,1
tm22493,Katt Williams: The Pimp Chronicles Pt. 1,MOVIE,2006,,"['comedy', 'documentation']",7.6,6.5,1
ts14102,Bo on the Go!,SHOW,2007,,['animation'],4.2,6.0,1
tm103732,Udaan,MOVIE,2010,R,['drama'],8.1,7.3,1
tm73058,Om Shanti Om,MOVIE,2007,PG,"['thriller', 'drama', 'action', 'comedy', 'fantasy', 'romance']",6.7,7.021,1
tm138497,Trailer Park Boys: Countdown to Liquor Day,MOVIE,2009,R,"['comedy', 'crime']",7.3,6.8,1
ts20358,Half & Half,SHOW,2002,TV-14,['comedy'],7.0,8.1,1
tm36475,Kabhi Khushi Kabhie Gham,MOVIE,2001,G,"['drama', 'romance']",7.4,7.9,1
tm144345,Kal Ho Naa Ho,MOVIE,2003,PG,"['drama', 'romance', 'comedy']",7.9,7.5,1
tm76835,Jab We Met,MOVIE,2007,PG-13,"['romance', 'comedy', 'drama']",7.9,7.4,1
tm38896,From Within,MOVIE,2008,R,"['horror', 'thriller', 'documentation', 'war', 'european']",5.6,5.6,1
tm86051,Black Friday,MOVIE,2004,R,"['crime', 'history', 'action', 'drama']",8.4,7.4,1
ts74931,Kung Fu Panda Awesome Secrets,SHOW,2008,TV-PG,"['action', 'animation', 'comedy', 'family']",7.1,,1
tm29269,Jodhaa Akbar,MOVIE,2008,PG-13,"['romance', 'history', 'war', 'action', 'drama']",7.5,7.4,1
ts17028,Dinosaur King,SHOW,2007,,"['action', 'animation', 'scifi', 'comedy', 'family', 'western']",5.6,8.2,1
tm91046,"Cairo 6,7,8",MOVIE,2010,,['drama'],7.4,7.7,1
tm75022,Zach Galifianakis: Live at the Purple Onion,MOVIE,2007,,"['comedy', 'documentation']",7.2,7.0,1
tm41508,First Sunday,MOVIE,2008,PG-13,"['comedy', 'action', 'crime', 'drama']",4.5,5.6,1
ts67595,El Escamoso,SHOW,2001,TV-14,"['drama', 'comedy']",7.5,7.8,1
tm49405,Inuyasha the Movie: Affections Touching Across Time,MOVIE,2001,PG-13,"['action', 'animation', 'fantasy']",7.2,7.6,1
tm82765,Swades,MOVIE,2004,G,"['drama', 'european']",8.1,7.4,1
tm33981,Bon Cop Bad Cop,MOVIE,2006,PG-13,"['comedy', 'crime', 'action', 'scifi', 'drama', 'thriller']",6.5,6.4,1
ts52849,Horrid Henry,SHOW,2006,,"['animation', 'comedy', 'family', 'music', 'fantasy', 'european']",6.3,8.0,1
tm95238,The Boy Who Cried Werewolf,MOVIE,2010,G,"['fantasy', 'horror', 'family', 'comedy']",5.9,6.4,1
tm32885,Rang De Basanti,MOVIE,2006,PG-13,"['drama', 'history', 'comedy', 'crime']",8.1,7.2,1
ts72322,The Mafia Dolls,SHOW,2009,TV-14,"['drama', 'action']",6.6,7.4,1
ts63295,Vientos de agua,SHOW,2006,TV-MA,['drama'],8.8,8.8,1
ts23319,Timmy Time,SHOW,2009,TV-Y,"['animation', 'comedy', 'family', 'fantasy', 'european']",6.9,6.2,1
ts21695,Iris,SHOW,2009,TV-14,"['action', 'drama', 'comedy', 'reality', 'romance', 'thriller']",7.8,7.6,1
tm72587,Guru,MOVIE,2007,PG-13,"['romance', 'documentation', 'drama', 'european']",7.7,6.7,1
tm99776,Whitney Cummings: Money Shot,MOVIE,2010,,"['comedy', 'documentation']",6.2,5.9,1
tm83175,Welcome,MOVIE,2007,,"['drama', 'action', 'comedy', 'romance', 'crime']",7.0,6.5,1
tm139349,Jim Gaffigan: King Baby,MOVIE,2009,,"['comedy', 'documentation']",7.7,7.0,1
tm59880,Mike Birbiglia: What I Should Have Said Was Nothing,MOVIE,2008,,['comedy'],7.6,7.5,1
ts56589,Tayo the Little Bus,SHOW,2010,TV-Y,"['animation', 'comedy', 'family']",5.3,6.3,1
tm61056,Dil Chahta Hai,MOVIE,2001,G,"['romance', 'comedy', 'drama']",8.1,7.0,1
tm129763,Anbe Sivam,MOVIE,2003,,"['comedy', 'drama']",8.7,7.5,1
ts21664,One on One,SHOW,2001,TV-14,['comedy'],7.0,7.9,1
tm44378,Tony Manero,MOVIE,2008,,"['drama', 'music']",6.8,6.3,1
tm25842,A Lion in the House,MOVIE,2006,,['documentation'],8.7,6.5,1
tm34846,Bleach the Movie: Fade to Black,MOVIE,2008,PG-13,"['fantasy', 'action', 'drama', 'animation']",7.1,7.0,1
tm71119,Delta Farce,MOVIE,2007,PG-13,"['comedy', 'action']",3.6,5.0,1
tm170873,My Suicide,MOVIE,2009,R,"['drama', 'comedy']",7.0,6.1,1
tm22540,Phir Hera Pheri,MOVIE,2006,,"['comedy', 'crime']",7.1,6.4,1
tm96037,Naruto Shippuden the Movie: The Lost Tower,MOVIE,2010,PG-13,"['animation', 'action', 'fantasy']",6.8,7.0,1
tm110923,Divine Intervention,MOVIE,2002,,"['romance', 'comedy', 'drama', 'war']",6.6,6.4,1
tm168869,Da Kath & Kim Code,MOVIE,2005,,['comedy'],7.3,6.4,1
ts37200,Trotro,SHOW,2004,TV-G,"['animation', 'family', 'european']",6.3,7.2,1
tm147686,Kevin Hart: I'm a Grown Little Man,MOVIE,2009,R,"['comedy', 'documentation']",7.5,7.3,1
tm93612,Bleach the Movie: Hell Verse,MOVIE,2010,PG-13,"['fantasy', 'animation', 'action']",7.4,7.4,1
tm36164,Naruto Shippuden the Movie: Bonds,MOVIE,2008,PG-13,"['fantasy', 'animation', 'action']",6.8,7.2,1
tm30170,Don,MOVIE,2006,PG-13,"['thriller', 'crime', 'action', 'european']",7.1,7.1,1
tm29731,Chup Chup Ke,MOVIE,2006,G,"['comedy', 'drama', 'romance']",6.9,6.1,1
tm147494,Naruto Shippuden the Movie: The Will of Fire,MOVIE,2009,PG-13,"['action', 'comedy', 'drama', 'fantasy', 'animation']",7.0,7.3,1
tm44530,Fashion,MOVIE,2008,PG-13,"['drama', 'romance']",6.9,6.3,1
tm89936,Arahan,MOVIE,2004,,"['fantasy', 'action', 'comedy', 'thriller']",6.6,6.6,1
ts98353,DreamWorks Spooky Stories,SHOW,2009,TV-PG,['animation'],6.2,,1
ts44663,Oscar's Oasis,SHOW,2010,TV-Y,"['animation', 'comedy', 'european']",7.4,7.4,1
tm81461,Whisky,MOVIE,2004,,"['comedy', 'drama']",7.1,6.8,1
tm155761,Ajab Prem Ki Ghazab Kahani,MOVIE,2009,PG,"['comedy', 'action', 'romance']",6.3,6.1,1
tm48083,Te quiero,MOVIE,2001,,"['drama', 'comedy', 'european']",5.0,2.0,1
tm84348,Doing Hard Time,MOVIE,2004,R,"['action', 'crime', 'drama']",,5.3,1
tm175687,Sir! No Sir!,MOVIE,2005,,"['war', 'documentation']",7.6,7.0,1
tm33067,Race,MOVIE,2008,PG-13,"['drama', 'action', 'thriller', 'crime', 'comedy']",7.0,6.1,1
tm70222,Sivaji: The Boss,MOVIE,2007,PG-13,"['action', 'drama', 'thriller', 'crime']",7.5,7.1,1
tm105278,Inuyasha the Movie 2: The Castle Beyond the Looking Glass,MOVIE,2002,PG-13,"['fantasy', 'action', 'animation', 'romance', 'comedy']",7.3,7.6,1
tm352243,Interview with a Serial Killer,MOVIE,2008,PG-13,"['documentation', 'crime']",5.9,5.1,1
ts98316,Edge of the Universe,SHOW,2002,TV-G,['documentation'],7.2,,1
tm82718,G.O.R.A.,MOVIE,2004,PG-13,"['action', 'comedy', 'scifi']",8.0,7.2,1
tm98975,Guzaarish,MOVIE,2010,PG,"['romance', 'drama']",7.4,7.4,1
ts98252,Dreamworks Happy Holidays from Madagascar,SHOW,2005,TV-PG,"['animation', 'comedy', 'family']",6.5,,1
tm101609,Raajneeti,MOVIE,2010,PG,"['drama', 'thriller', 'crime']",7.1,6.3,1
tm418157,Monty Python Conquers America,MOVIE,2008,,['documentation'],,6.5,1
tm39557,Jaane Tu... Ya Jaane Na,MOVIE,2008,,"['drama', 'comedy', 'romance']",7.4,6.8,1
tm150521,Accident,MOVIE,2009,R,"['action', 'drama', 'thriller']",6.6,6.6,1
tm30289,Jeff Dunham: Arguing with Myself,MOVIE,2006,PG-13,"['comedy', 'documentation']",8.0,6.6,1
tm141117,Chalte Chalte,MOVIE,2003,PG-13,"['drama', 'romance']",6.5,6.2,1
tm80339,Naruto: Ninja Clash in the Land of Snow,MOVIE,2004,PG-13,"['comedy', 'fantasy', 'animation', 'action']",6.6,7.2,1
tm33729,Taxi No. 9 2 11,MOVIE,2006,,"['drama', 'thriller', 'comedy']",7.2,6.5,1
tm93004,Yuva,MOVIE,2004,PG,"['crime', 'action', 'drama', 'thriller']",7.3,6.4,1
ts13411,Cocaine,SHOW,2005,TV-14,"['documentation', 'european']",7.1,7.0,1
ts1464,The Cartel,SHOW,2008,TV-MA,"['action', 'drama', 'crime', 'thriller', 'comedy']",8.0,7.5,1
tm145243,Wake Up Sid,MOVIE,2009,,"['comedy', 'drama', 'romance']",7.6,7.1,1
tm34524,"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom",MOVIE,2008,PG-13,"['action', 'comedy', 'animation', 'drama', 'fantasy']",7.0,7.1,1
tm111226,Awara Paagal Deewana,MOVIE,2002,,"['comedy', 'action', 'crime', 'drama', 'thriller']",6.2,5.5,1
tm23441,Kabhi Alvida Naa Kehna,MOVIE,2006,PG,"['drama', 'romance']",6.0,6.4,1
tm166293,The Blue Umbrella,MOVIE,2005,,"['drama', 'family', 'fantasy', 'comedy']",7.3,6.3,1
tm24576,Naruto: Guardians of the Crescent Moon Kingdom,MOVIE,2006,PG-13,"['action', 'animation']",6.4,7.0,1
tm92977,Ishqiya,MOVIE,2010,R,"['thriller', 'comedy', 'drama', 'romance']",7.3,6.3,1
tm77348,Life in a Metro,MOVIE,2007,,"['drama', 'romance', 'comedy']",7.4,6.4,1
ts34414,Nuevo Rico Nuevo Pobre,SHOW,2007,TV-MA,['comedy'],7.1,7.8,1
ts29199,Monty Python's Personal Best,SHOW,2006,TV-PG,"['comedy', 'animation']",7.9,8.0,1
tm91323,I Hate Luv Storys,MOVIE,2010,PG,"['comedy', 'drama', 'romance']",5.6,5.9,1
tm88366,Main Hoon Na,MOVIE,2004,PG,"['drama', 'action', 'comedy', 'romance', 'thriller']",7.0,6.9,1
tm156575,Billu,MOVIE,2009,PG,"['drama', 'comedy']",6.3,6.5,1
tm164389,Paheli,MOVIE,2005,PG-13,"['romance', 'drama', 'fantasy', 'comedy']",6.3,6.3,1
tm37945,Rock On!!,MOVIE,2008,,"['drama', 'music']",7.7,6.9,1
tm106625,"LSD: Love, Sex aur Dhokha",MOVIE,2010,PG-13,"['drama', 'comedy', 'crime', 'romance']",7.2,6.1,1
tm65142,One Piece: The Desert Princess and the Pirates: Adventure in Alabasta,MOVIE,2007,PG-13,"['comedy', 'drama', 'animation', 'action']",6.9,6.7,1
tm99450,Break Ke Baad,MOVIE,2010,,"['comedy', 'drama', 'romance']",5.1,5.8,1
tm149209,Kaminey,MOVIE,2009,PG-13,"['crime', 'drama', 'action', 'thriller']",7.4,6.8,1
tm23977,Fuga,MOVIE,2006,,"['music', 'drama', 'thriller']",6.2,5.8,1
tm160596,Zozo,MOVIE,2005,,"['drama', 'european', 'family', 'war']",6.5,6.0,1
tm129971,Luck by Chance,MOVIE,2009,,"['romance', 'drama', 'comedy']",7.1,6.5,1
tm56428,Trailer Park Boys: Say Goodnight to the Bad Guys,MOVIE,2008,,['comedy'],7.8,7.4,1
ts18653,Chhota Bheem,SHOW,2008,,"['animation', 'action', 'comedy']",4.1,6.1,1
tm177687,Naruto: Legend of the Stone of Gelel,MOVIE,2005,PG-13,"['fantasy', 'action', 'comedy', 'drama', 'animation']",6.4,6.6,1
tm77863,Honeymoon Travels Pvt. Ltd.,MOVIE,2007,PG-13,"['comedy', 'drama', 'romance']",6.1,5.3,1
tm80455,Manorama Six Feet Under,MOVIE,2007,R,"['drama', 'thriller', 'crime']",7.6,6.5,1
tm184732,Dhobi Ghat,MOVIE,2010,,['drama'],7.0,6.4,1
tm89764,Inuyasha the Movie 4: Fire on the Mystic Island,MOVIE,2004,PG-13,"['fantasy', 'animation', 'action', 'comedy']",7.2,7.7,1
ts4866,Fated to Love You,SHOW,2008,TV-G,"['comedy', 'family', 'drama', 'romance']",7.4,7.2,1
tm134407,Dev.D,MOVIE,2009,PG-13,"['comedy', 'drama', 'romance']",7.9,6.9,1
tm103133,Karthik Calling Karthik,MOVIE,2010,PG,"['thriller', 'romance', 'drama']",7.1,6.3,1
tm54147,Dostana,MOVIE,2008,PG-13,"['drama', 'romance', 'comedy']",6.5,6.2,1
ts137477,Behind Enemy Lines,SHOW,2001,TV-14,['drama'],7.2,,1
ts19384,A Lion in the House,SHOW,2006,TV-14,['documentation'],,7.5,1
tm101684,Romantik Komedi,MOVIE,2010,G,"['comedy', 'romance']",5.3,4.7,1
tm152724,Kurbaan,MOVIE,2009,R,"['thriller', 'action', 'drama', 'crime', 'romance', 'sport']",5.7,4.7,1
ts204466,Pecados capitales,SHOW,2002,TV-MA,"['romance', 'comedy', 'drama']",8.5,,1
tm96168,Once Upon a Time in Mumbaai,MOVIE,2010,PG-13,"['thriller', 'crime', 'drama', 'romance', 'action']",7.4,6.6,1
